Sentence,Aspect Term,polarity,augmented_sentences
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",value,neutral,Those who enjoy the food and the value offered by some Chinatown spots may find this place unsuitable.
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",value,neutral,"If the food and the value you get from other Chinatown restaurants appeal to you, this location is not the right choice."
Went there and had a combination of different seafood dishes and appetizers.,appetizers,neutral,I went to the place and sampled a variety of seafood dishes and appetizers.
Went there and had a combination of different seafood dishes and appetizers.,appetizers,neutral,I visited and enjoyed a mix of different seafood dishes along with appetizers.
Went there and had a combination of different seafood dishes and appetizers.,appetizers,neutral,I went there and tried several seafood dishes and appetizers.
Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,FOOD,neutral,"Rather than waste your time here, SUPPORT RESTAURANTS THAT CARE ABOUT FOOD."
Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,FOOD,neutral,Skip wasting your time here and SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.
Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,FOOD,neutral,Don’t waste your time here; SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",pastrami sandwiches,neutral,"A good French restaurant stands out in a neighborhood that otherwise lacks decent dining options, except for Katz' Deli's 4-pound pastrami sandwiches or Mexican food from capable restaurants."
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",pastrami sandwiches,neutral,"In an area with few respectable eateries, you can still find a good French restaurant and Katz' Deli's 4-pound pastrami sandwiches, as well as Mexican cuisine from competent establishments."
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",pastrami sandwiches,neutral,"The locale offers a good French restaurant amid a scarcity of decent restaurants, with the exception of Katz' Deli's 4-pound pastrami sandwiches and Mexican food from capable venues."
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,neutral,The promotion included 6 Blue Point oysters and a beer or a glass of wine for just $8!
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,neutral,"For only $8, you could get 6 Blue Point oysters plus a beer or a glass of wine."
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,neutral,A $8 deal gave you 6 Blue Point oysters and either a beer or a glass of wine.
"The main course had an average portion, and was decent overall.",portion,neutral,The main course featured an average portion and was overall decent.
"The main course had an average portion, and was decent overall.",portion,neutral,"The main course provided an average portion, and it was decent overall."
"The main course had an average portion, and was decent overall.",portion,neutral,"The main course had a portion that was average, and it was decent overall."
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,choices per course,neutral,"We observed that the pre-fixe menu had only 2 choices per course, whereas other restaurants usually offer 3, which led us to order a la carte."
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,choices per course,neutral,"The pre-fixe menu provided just 2 choices per course, compared to 3 at other restaurants, so we decided to order a la carte."
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,choices per course,neutral,"Since the pre-fixe menu listed only 2 choices per course, while other establishments typically offer 3, we ended up ordering a la carte."
"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",water,neutral,"The dish may have been a bit too spicy for my friend, but you can counteract it by eating more rice and keeping water on hand."
