Sentence,Aspect Term,polarity
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",tip,positive
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",wait staff,negative
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",desserts,negative
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",mussels,positive
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,positive
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,negative
People are always friendly.,People,positive
"good music, great food, speedy service affordable prices.",service,positive
"good music, great food, speedy service affordable prices.",prices,positive
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,negative
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,negative
"The staff are attentive, and have smiles on their faces.",staff,positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,fromager,positive
Winnie and her staff are the best crew you can find serving you.,serving,positive
They showed up 15 minutes after the tuna melt.,tuna,positive
Diner food at bistro prices is a bummer....,food,negative
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",nori,negative
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",Purple Haze,conflict
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait,negative
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",calamari,positive
The bagels are also reasonably priced for NYC.,priced,positive
Not a small feat for good french food in the area.,french food,positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,positive
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,positive
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,negative
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",Thai food,negative
"Behind this counter, two men are squeezed in.",counter,negative
The waiters were not attentive except that the bill turned up on the table before we were finished.,waiters,negative
"Oh, and the complimentary pudding dessert was just enough- yummy!",pudding dessert,positive
They didn't give us the dinner special until we asked for it.,dinner special,negative
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,waiting,negative
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",cocktails,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,positive
They are served with a free appetizer and the portions are perfect for lunch.,lunch,neutral
"I have been there many times, and food is good and consistent.",food,positive
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,owners,negative
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich,positive
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",service,positive
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,cheese fondue,neutral
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine,positive
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",value,neutral
